dam,dir,encounter,m,y
21,s,pirates,6,1396
16,s,sharks,6,1396
9,s,harpy,6,1396
79,s,water elemental,6,1396
100,n,unknown,6,1396
55,n,kraken,6,1396
15,n,pirates,6,1396
81,n,water elemental,6,1396
100,n,unknown,6,1396
71,s,merpeople,6,1396
74,n,nessie,6,1396
53,n,kraken,6,1396
48,n,pirates,6,1396
16,s,pirates,6,1396
25,s,pirates,6,1396
41,n,merpeople,6,1396
80,n,water elemental,6,1396
13,n,pirates,6,1396
27,s,pirates,6,1396
58,n,kraken,6,1396
46,n,merpeople,6,1396
15,n,crabmonsters,6,1396
16,s,pirates,6,1396
74,s,water elemental,7,1396
88,n,nessie,7,1396
63,s,merpeople,7,1396
100,s,unknown,7,1396
48,n,kraken,7,1396
100,s,unknown,7,1396
11,n,pirates,7,1396
22,n,pirates,7,1396
29,s,pirates,7,1396
35,s,sharks,7,1396
38,s,crabmonsters,7,1396
9,n,harpy,7,1396
35,n,pirates,7,1396
25,s,pirates,7,1396
84,s,nessie,7,1396
100,n,unknown,7,1396
1,n,crabmonsters,7,1396
49,n,pirates,7,1396
69,s,demon whale,7,1396
42,n,merpeople,7,1396
82,n,water elemental,7,1396
60,n,merpeople,7,1396
18,s,pirates,7,1396
33,s,merpeople,7,1396
75,n,water elemental,7,1396
58,s,kraken,7,1396
15,s,harpy,7,1396
27,n,pirates,7,1396
54,s,merpeople,7,1396
100,n,unknown,7,1396
18,n,harpy,7,1396
83,n,merpeople,7,1396
25,s,pirates,7,1396
43,s,pirates,7,1396
34,s,pirates,7,1396
75,n,water elemental,7,1396
22,n,pirates,7,1396
85,n,water elemental,7,1396
51,s,merpeople,7,1396
62,n,kraken,7,1396
100,n,unknown,7,1396
34,n,sharks,7,1396
28,n,pirates,7,1396
83,n,water elemental,7,1396
34,s,pirates,7,1396
35,n,pirates,7,1396
16,s,pirates,7,1396
33,s,sharks,7,1396
69,n,merpeople,7,1396
100,s,unknown,7,1396
100,n,unknown,7,1396
21,n,pirates,7,1396
22,s,sharks,7,1396
30,n,pirates,7,1396
92,n,merpeople,7,1396
76,n,water elemental,7,1396
24,s,sharks,7,1396
38,n,merpeople,7,1396
24,n,sharks,7,1396
22,n,pirates,7,1396
40,s,pirates,7,1396
34,s,merpeople,7,1396
96,n,demon whale,7,1396
7,n,harpy,7,1396
100,n,unknown,7,1396
25,n,pirates,7,1396
55,n,kraken,7,1396
18,n,pirates,7,1396
78,s,water elemental,7,1396
8,s,sharks,7,1396
12,n,pirates,7,1396
100,s,unknown,7,1396
62,s,kraken,7,1396
47,s,pirates,7,1396
43,s,kraken,7,1396
80,n,nessie,7,1396
13,n,sharks,7,1396
20,n,pirates,7,1396
9,s,harpy,7,1396
83,s,nessie,7,1396
23,n,sharks,7,1396
37,n,sharks,7,1396
35,n,pirates,7,1396
25,n,pirates,7,1396
12,n,harpy,7,1396
21,n,pirates,7,1396
15,n,pirates,7,1396
44,s,merpeople,7,1396
13,s,pirates,7,1396
19,s,pirates,7,1396
37,n,kraken,7,1396
82,s,water elemental,7,1396
16,s,sharks,7,1396
15,n,pirates,7,1396
20,n,pirates,7,1396
17,n,pirates,7,1396
100,s,unknown,7,1396
44,n,pirates,7,1396
19,s,pirates,7,1396
7,n,harpy,7,1396
37,n,merpeople,7,1396
85,n,water elemental,7,1396
28,s,pirates,7,1396
18,n,pirates,7,1396
14,n,pirates,7,1396
35,s,pirates,7,1396
55,s,kraken,7,1396
100,s,unknown,7,1396
74,s,water elemental,7,1396
41,s,pirates,7,1396
34,n,pirates,7,1396
12,n,pirates,7,1396
84,s,nessie,7,1396
64,n,merpeople,7,1396
14,s,pirates,7,1396
39,s,pirates,7,1396
15,n,pirates,7,1396
12,n,harpy,7,1396
68,n,merpeople,7,1396
79,n,water elemental,7,1396
60,s,kraken,7,1396
19,s,merpeople,7,1396
23,n,merpeople,7,1396
21,s,sharks,7,1396
31,s,merpeople,7,1396
100,n,unknown,7,1396
100,s,unknown,7,1396
16,s,merpeople,7,1396
57,s,kraken,7,1396
16,s,sharks,7,1396
98,n,demon whale,7,1396
48,n,crabmonsters,7,1396
74,s,water elemental,7,1396
27,s,sharks,7,1396
17,n,harpy,7,1396
83,n,water elemental,7,1396
40,s,sharks,7,1396
21,s,sharks,7,1396
17,n,pirates,7,1396
22,n,pirates,7,1396
34,s,pirates,7,1396
100,n,unknown,7,1396
100,s,unknown,7,1396
6,n,harpy,7,1396
22,n,pirates,7,1396
30,s,sharks,7,1396
23,n,harpy,7,1396
57,n,kraken,7,1396
27,s,pirates,7,1396
16,s,harpy,7,1396
24,n,sharks,7,1396
4,n,crabmonsters,7,1396
83,n,nessie,7,1396
7,s,sharks,7,1396
47,n,kraken,7,1396
28,s,sharks,7,1396
78,n,nessie,7,1396
8,s,sharks,7,1396
46,n,pirates,7,1396
74,s,merpeople,7,1396
76,n,water elemental,7,1396
29,n,pirates,7,1396
50,n,merpeople,7,1396
22,s,sharks,7,1396
18,s,pirates,7,1396
23,n,crabmonsters,7,1396
30,s,merpeople,7,1396
47,s,kraken,7,1396
35,n,sharks,7,1396
100,s,unknown,7,1396
53,s,kraken,7,1396
35,s,pirates,7,1396
77,s,water elemental,7,1396
18,s,pirates,8,1396
100,n,unknown,8,1396
56,n,merpeople,8,1396
83,s,water elemental,8,1396
33,s,pirates,8,1396
17,n,sharks,8,1396
100,s,unknown,8,1396
100,n,unknown,8,1396
22,n,pirates,8,1396
18,s,sharks,8,1396
59,n,merpeople,8,1396
41,s,sharks,8,1396
47,s,pirates,8,1396
56,n,kraken,8,1396
10,s,harpy,8,1396
23,n,pirates,8,1396
77,n,nessie,8,1396
62,s,kraken,8,1396
20,n,pirates,8,1396
77,s,water elemental,8,1396
100,s,unknown,8,1396
49,n,merpeople,8,1396
54,n,merpeople,8,1396
48,n,merpeople,8,1396
75,n,water elemental,8,1396
12,s,harpy,8,1396
33,s,sharks,8,1396
11,s,sharks,8,1396
100,s,unknown,8,1396
17,s,pirates,8,1396
55,s,pirates,8,1396
46,s,kraken,8,1396
17,n,pirates,8,1396
26,n,sharks,8,1396
41,n,kraken,8,1396
11,n,sharks,8,1396
13,s,harpy,8,1396
21,s,sharks,8,1396
5,s,crabmonsters,8,1396
74,n,water elemental,8,1396
100,n,unknown,8,1396
26,s,pirates,8,1396
30,n,sharks,8,1396
91,n,merpeople,8,1396
82,n,water elemental,8,1396
84,s,merpeople,8,1396
19,n,pirates,8,1396
7,n,sharks,8,1396
100,n,unknown,8,1396
19,n,pirates,8,1396
75,s,water elemental,8,1396
31,s,pirates,8,1396
36,s,sharks,8,1396
7,n,harpy,8,1396
24,s,pirates,8,1396
51,n,pirates,8,1396
17,n,harpy,8,1396
34,n,merpeople,8,1396
11,s,crabmonsters,8,1396
18,n,harpy,8,1396
16,n,sharks,8,1396
25,n,pirates,8,1396
33,s,pirates,8,1396
42,n,pirates,8,1396
18,s,pirates,8,1396
36,n,pirates,8,1396
15,s,pirates,8,1396
13,n,sharks,8,1396
100,n,unknown,8,1396
100,s,unknown,8,1396
18,s,harpy,8,1396
35,n,merpeople,8,1396
19,s,pirates,8,1396
79,n,water elemental,8,1396
50,s,kraken,8,1396
46,s,kraken,8,1396
24,s,pirates,8,1396
38,s,sharks,8,1396
17,n,pirates,8,1396
42,n,merpeople,8,1396
35,n,merpeople,8,1396
80,n,nessie,8,1396
22,n,crabmonsters,8,1396
16,n,pirates,8,1396
7,s,crabmonsters,8,1396
7,n,merpeople,8,1396
76,s,water elemental,8,1396
17,n,sharks,8,1396
81,n,nessie,8,1396
91,n,nessie,8,1396
35,s,sharks,8,1396
100,n,unknown,8,1396
39,s,pirates,8,1396
95,n,merpeople,8,1396
73,n,nessie,8,1396
75,n,water elemental,8,1396
42,s,pirates,8,1396
62,s,crabmonsters,8,1396
21,n,pirates,8,1396
100,n,unknown,8,1396
76,n,water elemental,8,1396
19,s,pirates,8,1396
9,n,sharks,8,1396
83,s,water elemental,8,1396
100,n,unknown,8,1396
37,s,pirates,8,1396
52,s,pirates,8,1396
79,n,water elemental,8,1396
16,n,pirates,8,1396
28,n,merpeople,8,1396
79,s,water elemental,8,1396
7,s,crabmonsters,8,1396
23,s,sharks,8,1396
81,n,water elemental,8,1396
10,n,merpeople,8,1396
42,s,pirates,8,1396
54,n,pirates,8,1396
49,s,merpeople,8,1396
84,s,water elemental,8,1396
49,s,kraken,8,1396
79,s,water elemental,8,1396
20,n,pirates,8,1396
33,s,pirates,8,1396
36,s,pirates,8,1396
58,s,kraken,8,1396
40,s,merpeople,8,1396
20,n,sharks,8,1396
41,s,pirates,8,1396
94,s,demon whale,8,1396
17,n,pirates,8,1396
33,n,sharks,8,1396
20,n,pirates,8,1396
79,s,water elemental,8,1396
100,s,unknown,8,1396
17,s,pirates,8,1396
41,s,sharks,8,1396
22,n,sharks,8,1396
19,s,sharks,8,1396
61,n,merpeople,8,1396
26,n,sharks,8,1396
80,n,water elemental,8,1396
43,s,pirates,8,1396
28,n,sharks,8,1396
100,s,unknown,8,1396
44,s,pirates,8,1396
23,n,sharks,8,1396
53,n,pirates,8,1396
35,n,pirates,8,1396
82,s,water elemental,8,1396
8,n,sharks,8,1396
61,s,kraken,8,1396
5,s,harpy,8,1396
16,s,sharks,8,1396
49,n,kraken,8,1396
48,s,pirates,8,1396
42,n,pirates,8,1396
25,s,sharks,8,1396
54,n,merpeople,8,1396
79,s,water elemental,8,1396
54,n,merpeople,8,1396
30,s,sharks,8,1396
11,n,pirates,8,1396
11,n,sharks,8,1396
55,s,merpeople,8,1396
14,n,harpy,8,1396
100,s,unknown,8,1396
27,n,sharks,8,1396
45,n,kraken,8,1396
95,s,crabmonsters,8,1396
26,s,pirates,8,1396
17,s,pirates,8,1396
100,s,unknown,8,1396
53,n,merpeople,8,1396
84,n,nessie,8,1396
96,n,merpeople,8,1396
31,s,sharks,8,1396
76,s,water elemental,8,1396
18,s,pirates,8,1396
19,n,pirates,8,1396
83,n,nessie,8,1396
100,s,unknown,8,1396
32,s,kraken,8,1396
75,s,water elemental,8,1396
51,s,merpeople,8,1396
23,n,pirates,8,1396
43,s,pirates,8,1396
9,n,harpy,9,1396
20,n,pirates,9,1396
79,n,water elemental,9,1396
100,s,unknown,9,1396
43,s,merpeople,9,1396
24,n,merpeople,9,1396
16,n,pirates,9,1396
36,n,pirates,9,1396
100,n,unknown,9,1396
100,s,unknown,9,1396
19,s,pirates,9,1396
17,s,pirates,9,1396
25,n,sharks,9,1396
74,n,water elemental,9,1396
40,s,pirates,9,1396
55,n,merpeople,9,1396
14,s,pirates,9,1396
87,n,nessie,9,1396
23,s,pirates,9,1396
57,n,kraken,9,1396
20,n,sharks,9,1396
54,n,pirates,9,1396
100,n,unknown,9,1396
59,s,pirates,9,1396
71,n,kraken,9,1396
29,s,sharks,9,1396
44,n,pirates,9,1396
100,n,unknown,9,1396
100,s,unknown,9,1396
21,n,sharks,9,1396
25,s,merpeople,9,1396
42,s,pirates,9,1396
21,s,pirates,9,1396
24,s,pirates,9,1396
14,s,harpy,9,1396
57,s,kraken,9,1396
41,s,merpeople,9,1396
29,s,sharks,9,1396
14,s,harpy,9,1396
42,n,pirates,9,1396
78,n,crabmonsters,9,1396
17,n,harpy,9,1396
39,n,sharks,9,1396
58,s,kraken,9,1396
63,s,kraken,9,1396
42,n,merpeople,9,1396
50,n,merpeople,9,1396
38,n,sharks,9,1396
15,s,pirates,9,1396
61,s,pirates,9,1396
61,s,kraken,9,1396
62,s,kraken,9,1396
28,s,pirates,9,1396
100,s,unknown,9,1396
73,n,merpeople,9,1396
80,n,water elemental,9,1396
65,s,kraken,9,1396
37,n,pirates,9,1396
58,n,kraken,9,1396
51,s,merpeople,9,1396
12,s,harpy,9,1396
29,n,pirates,9,1396
95,s,nessie,9,1396
51,n,pirates,9,1396
14,s,pirates,9,1396
83,s,nessie,9,1396
75,s,nessie,9,1396
76,s,water elemental,9,1396
16,s,pirates,9,1396
18,s,sharks,9,1396
24,n,sharks,9,1396
39,s,pirates,9,1396
95,n,nessie,9,1396
100,n,unknown,9,1396
83,s,water elemental,9,1396
20,n,pirates,9,1396
44,n,pirates,9,1396
14,n,harpy,9,1396
25,n,merpeople,9,1396
23,n,pirates,9,1396
19,s,pirates,9,1396
28,s,pirates,9,1396
42,s,pirates,9,1396
40,n,merpeople,9,1396
38,s,pirates,9,1396
58,n,kraken,9,1396
26,s,sharks,9,1396
27,s,pirates,9,1396
5,s,merpeople,9,1396
41,n,merpeople,9,1396
38,s,pirates,9,1396
100,n,unknown,9,1396
26,n,pirates,9,1396
28,s,sharks,9,1396
46,s,pirates,9,1396
72,n,nessie,9,1396
21,n,sharks,9,1396
44,s,pirates,9,1396
19,n,pirates,9,1396
78,n,water elemental,9,1396
46,s,merpeople,9,1396
74,s,water elemental,9,1396
85,s,nessie,9,1396
21,s,sharks,9,1396
66,s,kraken,9,1396
47,n,merpeople,9,1396
16,n,harpy,9,1396
17,n,sharks,9,1396
48,n,kraken,9,1396
63,n,merpeople,9,1396
10,s,sharks,9,1396
52,n,pirates,9,1396
48,n,kraken,9,1396
77,s,merpeople,9,1396
79,s,water elemental,9,1396
89,s,nessie,9,1396
16,n,pirates,9,1396
94,s,merpeople,9,1396
21,n,pirates,9,1396
43,s,pirates,9,1396
12,n,harpy,9,1396
14,s,harpy,9,1396
85,n,nessie,9,1396
24,s,pirates,9,1396
67,n,crabmonsters,9,1396
19,s,pirates,9,1396
51,n,kraken,9,1396
100,n,unknown,9,1396
17,n,pirates,9,1396
42,s,pirates,9,1396
39,n,merpeople,9,1396
80,s,water elemental,9,1396
54,s,kraken,9,1396
46,n,pirates,9,1396
100,s,unknown,9,1396
22,n,pirates,9,1396
40,n,kraken,9,1396
100,s,unknown,9,1396
31,s,pirates,9,1396
65,n,kraken,9,1396
18,s,pirates,9,1396
16,s,pirates,9,1396
46,s,crabmonsters,9,1396
39,s,merpeople,9,1396
20,s,pirates,9,1396
29,n,kraken,9,1396
20,s,pirates,9,1396
100,n,unknown,9,1396
100,n,unknown,9,1396
47,n,crabmonsters,9,1396
15,n,harpy,9,1396
40,n,crabmonsters,9,1396
19,s,pirates,9,1396
100,s,unknown,9,1396
30,s,pirates,9,1396
34,s,sharks,9,1396
100,n,unknown,9,1396
55,s,merpeople,9,1396
37,n,sharks,9,1396
100,s,unknown,9,1396
36,n,pirates,9,1396
20,s,harpy,9,1396
98,s,demon whale,9,1396
15,n,pirates,9,1396
39,n,pirates,9,1396
83,n,nessie,9,1396
72,n,nessie,9,1396
98,n,merpeople,9,1396
18,s,harpy,9,1396
47,n,merpeople,9,1396
28,n,sharks,9,1396
39,s,pirates,9,1396
100,s,unknown,9,1396
25,s,pirates,9,1396
19,n,pirates,9,1396
54,n,kraken,9,1396
100,s,unknown,9,1396
59,n,kraken,9,1396
90,n,nessie,9,1396
13,s,sharks,9,1396
41,s,pirates,9,1396
53,s,kraken,9,1396
43,n,merpeople,10,1396
100,s,unknown,10,1396
100,n,unknown,10,1396
40,n,pirates,10,1396
33,s,pirates,10,1396
28,s,merpeople,10,1396
45,n,kraken,10,1396
22,s,pirates,10,1396
82,n,water elemental,10,1396
11,n,crabmonsters,10,1396
32,n,pirates,10,1396
45,n,pirates,10,1396
85,n,water elemental,10,1396
40,n,merpeople,10,1396
66,n,merpeople,10,1396
84,n,water elemental,10,1396
67,n,kraken,10,1396
53,s,merpeople,10,1396
7,s,merpeople,10,1396
67,n,demon whale,10,1396
39,s,pirates,10,1396
92,n,demon whale,10,1396
100,s,unknown,10,1396
18,n,pirates,10,1396
67,n,merpeople,10,1396
40,s,pirates,10,1396
13,n,pirates,10,1396
38,s,kraken,10,1396
44,n,kraken,10,1396
100,n,unknown,10,1396
100,n,unknown,10,1396
100,n,unknown,10,1396
25,s,sharks,10,1396
89,s,crabmonsters,10,1396
29,n,sharks,10,1396
15,s,harpy,10,1396
23,n,sharks,10,1396
82,s,nessie,10,1396
100,s,unknown,10,1396
21,n,sharks,10,1396
38,s,pirates,10,1396
80,s,demon whale,10,1396
78,s,merpeople,10,1396
80,n,water elemental,10,1396
61,s,kraken,10,1396
53,n,kraken,10,1396
35,n,merpeople,10,1396
56,n,kraken,10,1396
47,n,pirates,10,1396
14,s,pirates,10,1396
26,n,crabmonsters,10,1396
10,n,pirates,10,1396
23,n,sharks,10,1396
37,n,kraken,10,1396
16,n,pirates,10,1396
5,n,crabmonsters,10,1396
100,n,unknown,10,1396
76,n,water elemental,10,1396
23,n,merpeople,10,1396
100,s,unknown,10,1396
27,n,pirates,10,1396
76,n,water elemental,10,1396
100,s,unknown,10,1396
22,n,pirates,10,1396
62,n,kraken,10,1396
14,n,pirates,10,1396
100,s,unknown,10,1396
78,n,merpeople,10,1396
77,n,water elemental,10,1396
36,n,sharks,10,1396
64,s,kraken,10,1396
14,s,pirates,10,1396
28,s,sharks,10,1396
85,n,water elemental,10,1396
20,s,pirates,10,1396
67,s,kraken,10,1396
8,s,harpy,10,1396
40,n,pirates,10,1396
47,s,merpeople,10,1396
17,n,harpy,10,1396
12,n,harpy,10,1396
44,n,pirates,10,1396
34,s,pirates,10,1396
56,s,kraken,10,1396
31,n,sharks,10,1396
17,n,pirates,10,1396
44,n,pirates,10,1396
20,n,pirates,10,1396
52,s,merpeople,10,1396
100,n,unknown,10,1396
56,s,kraken,10,1396
39,s,pirates,10,1396
83,n,water elemental,10,1396
78,n,water elemental,10,1396
2,s,crabmonsters,10,1396
25,s,pirates,10,1396
78,s,water elemental,10,1396
57,n,pirates,10,1396
78,n,water elemental,10,1396
28,s,pirates,10,1396
80,n,water elemental,10,1396
47,s,merpeople,10,1396
32,n,merpeople,10,1396
30,s,pirates,10,1396
16,s,pirates,10,1396
20,s,sharks,10,1396
17,s,pirates,10,1396
82,s,water elemental,10,1396
100,n,unknown,10,1396
19,s,pirates,10,1396
100,s,unknown,10,1396
52,n,kraken,10,1396
81,s,water elemental,10,1396
100,s,unknown,10,1396
42,n,pirates,10,1396
100,s,unknown,10,1396
87,s,demon whale,10,1396
21,n,sharks,10,1396
13,s,harpy,10,1396
72,n,kraken,10,1396
28,s,pirates,10,1396
23,n,pirates,10,1396
84,n,water elemental,10,1396
100,s,unknown,10,1396
28,s,pirates,10,1396
89,s,nessie,10,1396
17,n,pirates,10,1396
53,s,merpeople,10,1396
100,n,unknown,10,1396
37,n,pirates,10,1396
22,s,pirates,10,1396
72,n,merpeople,10,1396
60,s,merpeople,10,1396
79,n,water elemental,10,1396
29,n,sharks,10,1396
40,n,merpeople,10,1396
80,s,water elemental,10,1396
36,s,pirates,10,1396
8,n,harpy,10,1396
20,n,crabmonsters,10,1396
27,n,pirates,10,1396
19,n,crabmonsters,10,1396
11,n,pirates,10,1396
29,s,sharks,10,1396
17,s,sharks,10,1396
36,n,merpeople,10,1396
74,n,water elemental,10,1396
43,s,pirates,10,1396
82,n,water elemental,10,1396
51,s,crabmonsters,10,1396
38,s,sharks,10,1396
80,s,water elemental,10,1396
18,n,sharks,10,1396
46,n,kraken,10,1396
44,n,merpeople,10,1396
65,n,kraken,10,1396
1,s,crabmonsters,10,1396
26,n,sharks,10,1396
100,n,unknown,10,1396
15,s,harpy,10,1396
75,s,water elemental,10,1396
21,s,merpeople,10,1396
40,n,pirates,10,1396
15,s,pirates,10,1396
19,s,pirates,10,1396
34,n,sharks,10,1396
100,n,unknown,10,1396
79,s,water elemental,10,1396
19,n,sharks,10,1396
16,s,harpy,10,1396
79,n,crabmonsters,10,1396
17,n,sharks,10,1396
92,n,demon whale,10,1396
90,s,merpeople,10,1396
22,s,pirates,10,1396
12,s,harpy,10,1396
21,s,harpy,10,1396
32,s,sharks,10,1396
86,n,nessie,10,1396
19,n,pirates,10,1396
23,s,sharks,11,1396
59,s,merpeople,11,1396
26,s,sharks,11,1396
74,n,nessie,11,1396
100,n,unknown,11,1396
100,s,unknown,11,1396
62,s,kraken,11,1396
17,s,pirates,11,1396
77,n,water elemental,11,1396
100,s,unknown,11,1396
30,s,sharks,11,1396
29,n,sharks,11,1396
71,n,nessie,11,1396
68,n,merpeople,11,1396
21,n,sharks,11,1396
100,n,unknown,11,1396
22,n,pirates,11,1396
34,s,pirates,11,1396
20,n,sharks,11,1396
28,n,pirates,11,1396
41,s,merpeople,11,1396
26,n,pirates,11,1396
100,n,unknown,11,1396
20,s,pirates,11,1396
49,s,sharks,11,1396
78,s,water elemental,11,1396
3,n,crabmonsters,11,1396
19,s,pirates,11,1396
43,s,kraken,11,1396
100,n,unknown,11,1396
41,n,merpeople,11,1396
46,n,pirates,11,1396
56,n,pirates,11,1396
82,s,water elemental,11,1396
100,s,unknown,11,1396
18,s,merpeople,11,1396
18,n,pirates,11,1396
32,s,sharks,11,1396
16,s,pirates,11,1396
100,s,unknown,11,1396
49,n,merpeople,11,1396
95,s,nessie,11,1396
30,s,pirates,11,1396
41,n,merpeople,11,1396
39,n,sharks,11,1396
40,n,pirates,11,1396
26,s,pirates,11,1396
9,s,crabmonsters,11,1396
24,s,merpeople,11,1396
16,n,pirates,11,1396
40,n,merpeople,11,1396
38,s,pirates,11,1396
18,s,pirates,11,1396
14,s,pirates,11,1396
100,s,unknown,11,1396
95,s,demon whale,11,1396
50,s,kraken,11,1396
85,s,water elemental,11,1396
52,s,kraken,11,1396
78,s,merpeople,11,1396
15,s,pirates,11,1396
46,n,merpeople,11,1396
78,n,nessie,11,1396
19,n,sharks,11,1396
100,n,unknown,11,1396
31,s,sharks,11,1396
30,n,sharks,11,1396
15,n,pirates,11,1396
18,s,pirates,11,1396
37,s,pirates,11,1396
19,s,pirates,11,1396
46,n,kraken,11,1396
33,s,pirates,11,1396
15,n,pirates,11,1396
48,s,crabmonsters,11,1396
22,n,sharks,11,1396
97,s,demon whale,11,1396
17,s,pirates,11,1396
82,s,water elemental,11,1396
85,s,nessie,11,1396
31,n,crabmonsters,11,1396
19,s,pirates,11,1396
100,s,unknown,11,1396
16,s,sharks,11,1396
37,s,pirates,11,1396
11,n,harpy,11,1396
100,n,unknown,11,1396
28,n,pirates,11,1396
43,s,sharks,11,1396
21,s,sharks,11,1396
42,n,pirates,11,1396
39,s,pirates,11,1396
41,n,merpeople,11,1396
83,n,water elemental,11,1396
42,n,pirates,11,1396
28,s,sharks,11,1396
23,n,merpeople,11,1396
81,s,water elemental,11,1396
25,n,sharks,11,1396
84,n,water elemental,11,1396
47,s,kraken,11,1396
100,n,unknown,11,1396
43,n,merpeople,11,1396
19,n,pirates,11,1396
23,s,sharks,11,1396
82,n,water elemental,11,1396
100,s,unknown,11,1396
100,n,unknown,11,1396
20,n,merpeople,11,1396
13,n,harpy,11,1396
26,s,pirates,11,1396
43,s,pirates,11,1396
11,s,harpy,11,1396
35,n,sharks,11,1396
36,s,sharks,11,1396
100,s,unknown,11,1396
19,n,pirates,11,1396
49,s,kraken,11,1396
35,n,pirates,11,1396
82,n,water elemental,11,1396
15,n,pirates,11,1396
25,s,pirates,11,1396
6,s,pirates,11,1396
32,s,pirates,11,1396
48,n,merpeople,11,1396
100,s,unknown,11,1396
44,s,pirates,11,1396
12,n,harpy,11,1396
7,s,pirates,11,1396
100,n,unknown,11,1396
34,n,sharks,11,1396
28,n,pirates,11,1396
31,n,sharks,11,1396
40,s,pirates,11,1396
94,n,nessie,11,1396
36,s,pirates,11,1396
84,n,water elemental,11,1396
100,s,unknown,11,1396
23,n,sharks,11,1396
80,n,water elemental,11,1396
29,s,pirates,11,1396
19,s,sharks,11,1396
93,n,nessie,11,1396
100,s,unknown,11,1396
39,n,kraken,11,1396
9,n,harpy,11,1396
30,s,sharks,11,1396
85,s,water elemental,11,1396
75,s,water elemental,11,1396
73,s,merpeople,11,1396
29,s,merpeople,11,1396
20,s,pirates,11,1396
18,s,pirates,11,1396
24,n,pirates,11,1396
19,n,pirates,11,1396
47,n,kraken,11,1396
27,s,merpeople,11,1396
100,s,unknown,11,1396
17,s,pirates,11,1396
23,n,pirates,11,1396
49,n,merpeople,11,1396
76,s,water elemental,11,1396
78,s,water elemental,11,1396
100,s,unknown,11,1396
74,n,water elemental,11,1396
24,s,pirates,11,1396
81,n,water elemental,11,1396
97,n,demon whale,11,1396
46,n,merpeople,11,1396
9,n,harpy,11,1396
86,n,demon whale,11,1396
40,n,pirates,11,1396
77,n,water elemental,11,1396
15,n,sharks,11,1396
9,n,sharks,11,1396
100,s,unknown,11,1396
76,s,water elemental,11,1396
45,s,merpeople,11,1396
54,s,merpeople,12,1396
75,s,water elemental,12,1396
15,n,pirates,12,1396
21,s,pirates,12,1396
92,s,demon whale,12,1396
2,s,crabmonsters,12,1396
48,s,pirates,12,1396
14,n,harpy,12,1396
40,n,pirates,12,1396
9,n,pirates,12,1396
55,n,merpeople,12,1396
36,n,merpeople,12,1396
19,s,crabmonsters,12,1396
15,n,harpy,12,1396
62,n,kraken,12,1396
100,s,unknown,12,1396
30,s,sharks,12,1396
17,s,harpy,12,1396
18,n,sharks,12,1396
62,s,kraken,12,1396
40,s,pirates,12,1396
9,s,sharks,12,1396
16,n,pirates,12,1396
20,s,pirates,12,1396
39,n,pirates,12,1396
44,n,pirates,12,1396
37,s,pirates,12,1396
22,s,sharks,12,1396
60,n,kraken,12,1396
8,n,harpy,12,1396
13,n,harpy,12,1396
18,s,pirates,12,1396
28,n,sharks,12,1396
100,n,unknown,12,1396
94,n,nessie,12,1396
47,n,pirates,12,1396
62,n,merpeople,12,1396
16,s,harpy,12,1396
83,s,water elemental,12,1396
45,s,pirates,12,1396
39,s,pirates,12,1396
49,n,pirates,12,1396
51,s,kraken,12,1396
100,s,unknown,12,1396
80,s,water elemental,12,1396
45,s,kraken,12,1396
13,s,sharks,12,1396
38,n,crabmonsters,12,1396
39,n,pirates,12,1396
24,s,crabmonsters,12,1396
41,s,merpeople,12,1396
58,n,crabmonsters,12,1396
86,s,nessie,12,1396
22,s,harpy,12,1396
100,s,unknown,12,1396
15,s,pirates,12,1396
20,n,pirates,12,1396
48,s,pirates,12,1396
96,s,demon whale,12,1396
100,s,unknown,12,1396
51,s,crabmonsters,12,1396
55,s,kraken,12,1396
38,s,sharks,12,1396
31,n,merpeople,12,1396
26,s,sharks,12,1396
83,n,water elemental,12,1396
39,n,merpeople,12,1396
18,s,pirates,12,1396
13,s,pirates,12,1396
100,s,unknown,12,1396
12,n,pirates,12,1396
77,s,water elemental,12,1396
96,s,demon whale,12,1396
44,s,pirates,12,1396
19,n,pirates,12,1396
11,n,pirates,12,1396
46,s,kraken,12,1396
16,n,pirates,12,1396
55,s,kraken,12,1396
100,n,unknown,12,1396
96,n,demon whale,12,1396
17,s,harpy,12,1396
42,s,merpeople,12,1396
38,s,pirates,12,1396
24,s,sharks,12,1396
13,n,pirates,12,1396
85,n,water elemental,12,1396
23,n,pirates,12,1396
6,s,pirates,12,1396
84,s,water elemental,12,1396
77,s,water elemental,12,1396
68,s,merpeople,12,1396
76,n,water elemental,12,1396
8,s,sharks,12,1396
13,n,sharks,12,1396
65,n,kraken,12,1396
74,n,water elemental,12,1396
100,n,unknown,12,1396
90,n,demon whale,12,1396
53,n,kraken,12,1396
100,n,unknown,12,1396
18,n,sharks,12,1396
60,s,kraken,12,1396
53,n,crabmonsters,12,1396
29,s,pirates,12,1396
15,n,pirates,12,1396
84,s,water elemental,12,1396
27,s,pirates,12,1396
38,n,pirates,12,1396
58,n,kraken,12,1396
47,n,pirates,12,1396
33,s,sharks,12,1396
51,n,merpeople,12,1396
51,s,kraken,12,1396
100,s,unknown,12,1396
12,s,sharks,12,1396
17,s,harpy,12,1396
100,s,unknown,12,1396
44,n,pirates,12,1396
9,s,harpy,12,1396
15,s,pirates,12,1396
75,s,water elemental,12,1396
61,s,merpeople,12,1396
99,s,demon whale,12,1396
54,n,kraken,12,1396
